;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Running nr;Customer id;;;Products;;;;;;;;;;;;;; Price per unit ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;A;B;C;D;E;F;G;H;I;K;L;;;; A ; B ; C ; D ; E ; F ; G ; H ; I ; K ; L ;;;;;;;;;;;;;;
2598;109;;;10;50;33;10;19;0;70;49;6;23;0;270;;; € 18,00 ; € 9,00 ; € 41,00 ; € 16,00 ; € 18,00 ; € -   ; € 39,00 ; € 16,00 ; € 15,00 ; € 16,00 ; € -   ;;;;;;;;;;;;;;
2599;89;;;0;0;81;0;27;0;0;47;14;0;0;169;;; € -   ; € -   ; € 30,00 ; € -   ; € 15,00 ; € -   ; € -   ; € 17,00 ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2600;14;;;13;13;95;6;47;96;0;0;28;41;34;373;;; € 19,00 ; € 7,00 ; € 37,00 ; € 10,00 ; € 17,00 ; € 122,00 ; € -   ; € -   ; € 18,00 ; € 16,00 ; € 15,00 ;;;;;;;;;;;;;;
2601;113;;;18;42;0;0;46;60;15;0;21;0;29;231;;; € 17,00 ; € 6,00 ; € -   ; € -   ; € 19,00 ; € 138,00 ; € 26,00 ; € -   ; € 19,00 ; € -   ; € 17,00 ;;;;;;;;;;;;;;
2602;148;;;19;19;100;0;19;0;0;0;0;0;0;157;;; € 17,00 ; € 6,00 ; € 43,00 ; € -   ; € 19,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2603;116;;;9;19;98;0;5;0;0;51;0;3;0;185;;; € 15,00 ; € 10,00 ; € 20,00 ; € -   ; € 16,00 ; € -   ; € -   ; € 17,00 ; € -   ; € 18,00 ; € -   ;;;;;;;;;;;;;;
2604;12;;;0;0;16;0;8;0;0;10;28;18;41;121;;; € -   ; € -   ; € 47,00 ; € -   ; € 15,00 ; € -   ; € -   ; € 15,00 ; € 15,00 ; € 17,00 ; € 20,00 ;;;;;;;;;;;;;;
2605;47;;;7;0;0;0;10;0;0;3;10;20;23;73;;; € 17,00 ; € -   ; € -   ; € -   ; € 19,00 ; € -   ; € -   ; € 20,00 ; € 16,00 ; € 20,00 ; € 16,00 ;;;;;;;;;;;;;;
2606;114;;;11;0;17;0;14;0;97;5;30;0;0;174;;; € 17,00 ; € -   ; € 32,00 ; € -   ; € 20,00 ; € -   ; € 8,00 ; € 18,00 ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2607;39;;;8;26;0;9;4;27;12;22;0;93;0;201;;; € 16,00 ; € 8,00 ; € -   ; € 8,00 ; € 18,00 ; € 118,00 ; € 36,00 ; € 20,00 ; € -   ; € 18,00 ; € -   ;;;;;;;;;;;;;;
2608;119;;;20;21;43;0;0;0;46;0;0;94;34;258;;; € 17,00 ; € 7,00 ; € 23,00 ; € -   ; € -   ; € -   ; € 31,00 ; € -   ; € -   ; € 18,00 ; € 15,00 ;;;;;;;;;;;;;;
2609;13;;;40;0;76;19;0;0;35;3;0;19;0;192;;; € 20,00 ; € -   ; € 29,00 ; € 7,00 ; € -   ; € -   ; € 34,00 ; € 15,00 ; € -   ; € 16,00 ; € -   ;;;;;;;;;;;;;;
2610;150;;;28;0;0;0;0;0;74;0;21;0;7;130;;; € 18,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 34,00 ; € -   ; € 18,00 ; € -   ; € 16,00 ;;;;;;;;;;;;;;
2611;61;;;2;0;0;11;7;25;32;48;0;0;33;158;;; € 20,00 ; € -   ; € -   ; € 16,00 ; € 16,00 ; € 104,00 ; € 28,00 ; € 20,00 ; € -   ; € -   ; € 16,00 ;;;;;;;;;;;;;;
2612;93;;;12;0;18;0;14;12;0;32;29;0;0;117;;; € 18,00 ; € -   ; € 22,00 ; € -   ; € 16,00 ; € 125,00 ; € -   ; € 16,00 ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2613;120;;;4;0;55;13;0;0;0;0;9;9;9;99;;; € 16,00 ; € -   ; € 19,00 ; € 17,00 ; € -   ; € -   ; € -   ; € -   ; € 17,00 ; € 16,00 ; € 19,00 ;;;;;;;;;;;;;;
2614;78;;;38;7;79;18;0;0;0;53;0;0;26;221;;; € 17,00 ; € 8,00 ; € 29,00 ; € 12,00 ; € -   ; € -   ; € -   ; € 18,00 ; € -   ; € -   ; € 16,00 ;;;;;;;;;;;;;;
2615;110;;;10;0;0;0;0;0;23;0;26;8;0;67;;; € 16,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 25,00 ; € -   ; € 16,00 ; € 20,00 ; € -   ;;;;;;;;;;;;;;
2616;43;;;32;30;0;7;5;61;0;25;0;0;32;192;;; € 17,00 ; € 6,00 ; € -   ; € 15,00 ; € 20,00 ; € 145,00 ; € -   ; € 15,00 ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
2617;102;;;4;30;37;0;0;0;4;0;13;29;47;164;;; € 15,00 ; € 10,00 ; € 27,00 ; € -   ; € -   ; € -   ; € 14,00 ; € -   ; € 18,00 ; € 16,00 ; € 15,00 ;;;;;;;;;;;;;;
2618;92;;;6;50;53;1;16;59;5;0;0;0;2;192;;; € 16,00 ; € 7,00 ; € 26,00 ; € 20,00 ; € 20,00 ; € 182,00 ; € 11,00 ; € -   ; € -   ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2619;34;;;14;21;64;0;35;0;0;0;0;59;0;193;;; € 19,00 ; € 5,00 ; € 37,00 ; € -   ; € 17,00 ; € -   ; € -   ; € -   ; € -   ; € 15,00 ; € -   ;;;;;;;;;;;;;;
2620;23;;;22;0;73;18;36;0;0;49;0;0;5;203;;; € 17,00 ; € -   ; € 41,00 ; € 13,00 ; € 16,00 ; € -   ; € -   ; € 19,00 ; € -   ; € -   ; € 18,00 ;;;;;;;;;;;;;;
2621;138;;;4;0;4;18;37;0;56;0;24;0;0;143;;; € 17,00 ; € -   ; € 25,00 ; € 11,00 ; € 17,00 ; € -   ; € 15,00 ; € -   ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2622;42;;;6;0;0;9;0;0;0;0;15;0;18;48;;; € 19,00 ; € -   ; € -   ; € 20,00 ; € -   ; € -   ; € -   ; € -   ; € 19,00 ; € -   ; € 17,00 ;;;;;;;;;;;;;;
2623;8;;;6;0;95;6;26;0;5;6;1;36;14;195;;; € 20,00 ; € -   ; € 39,00 ; € 6,00 ; € 17,00 ; € -   ; € 26,00 ; € 19,00 ; € 20,00 ; € 15,00 ; € 18,00 ;;;;;;;;;;;;;;
2624;3;;;16;0;0;2;24;0;61;0;0;0;3;106;;; € 17,00 ; € -   ; € -   ; € 5,00 ; € 17,00 ; € -   ; € 12,00 ; € -   ; € -   ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2625;136;;;14;28;84;0;0;0;0;30;16;0;4;176;;; € 20,00 ; € 8,00 ; € 15,00 ; € -   ; € -   ; € -   ; € -   ; € 20,00 ; € 18,00 ; € -   ; € 19,00 ;;;;;;;;;;;;;;
2626;94;;;7;0;0;6;48;42;0;12;24;0;0;139;;; € 16,00 ; € -   ; € -   ; € 13,00 ; € 20,00 ; € 183,00 ; € -   ; € 17,00 ; € 15,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2627;40;;;16;0;0;4;0;0;95;28;0;0;31;174;;; € 16,00 ; € -   ; € -   ; € 10,00 ; € -   ; € -   ; € 11,00 ; € 17,00 ; € -   ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2628;109;;;4;38;0;1;23;0;43;24;0;0;0;133;;; € 15,00 ; € 9,00 ; € -   ; € 11,00 ; € 16,00 ; € -   ; € 29,00 ; € 18,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2629;86;;;19;4;0;0;8;35;61;0;21;13;13;174;;; € 15,00 ; € 7,00 ; € -   ; € -   ; € 19,00 ; € 121,00 ; € 36,00 ; € -   ; € 18,00 ; € 19,00 ; € 15,00 ;;;;;;;;;;;;;;
2630;17;;;2;0;51;0;0;0;80;0;8;0;0;141;;; € 18,00 ; € -   ; € 50,00 ; € -   ; € -   ; € -   ; € 35,00 ; € -   ; € 19,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2631;1;;;2;0;38;4;50;0;0;19;3;0;38;154;;; € 17,00 ; € -   ; € 28,00 ; € 10,00 ; € 17,00 ; € -   ; € -   ; € 15,00 ; € 15,00 ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2632;9;;;40;16;0;0;39;0;0;7;30;0;14;146;;; € 19,00 ; € 8,00 ; € -   ; € -   ; € 19,00 ; € -   ; € -   ; € 17,00 ; € 20,00 ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2633;1;;;8;28;0;12;0;54;0;49;6;0;13;170;;; € 19,00 ; € 6,00 ; € -   ; € 16,00 ; € -   ; € 169,00 ; € -   ; € 18,00 ; € 15,00 ; € -   ; € 18,00 ;;;;;;;;;;;;;;
2634;31;;;36;0;0;10;31;74;0;0;6;30;33;220;;; € 19,00 ; € -   ; € -   ; € 5,00 ; € 18,00 ; € 175,00 ; € -   ; € -   ; € 20,00 ; € 17,00 ; € 15,00 ;;;;;;;;;;;;;;
2635;47;;;16;39;0;19;0;48;0;55;12;0;13;202;;; € 17,00 ; € 10,00 ; € -   ; € 11,00 ; € -   ; € 139,00 ; € -   ; € 15,00 ; € 18,00 ; € -   ; € 18,00 ;;;;;;;;;;;;;;
2636;105;;;36;0;84;0;3;15;0;1;0;0;0;139;;; € 17,00 ; € -   ; € 39,00 ; € -   ; € 20,00 ; € 170,00 ; € -   ; € 17,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2637;91;;;40;0;17;0;0;0;0;0;0;0;37;94;;; € 20,00 ; € -   ; € 28,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € 16,00 ;;;;;;;;;;;;;;
2638;64;;;20;0;59;0;11;0;58;0;0;81;1;230;;; € 19,00 ; € -   ; € 50,00 ; € -   ; € 19,00 ; € -   ; € 20,00 ; € -   ; € -   ; € 19,00 ; € 18,00 ;;;;;;;;;;;;;;
2639;5;;;6;21;72;6;0;0;76;6;22;53;25;287;;; € 19,00 ; € 9,00 ; € 46,00 ; € 12,00 ; € -   ; € -   ; € 19,00 ; € 16,00 ; € 18,00 ; € 16,00 ; € 15,00 ;;;;;;;;;;;;;;
2640;133;;;3;0;80;17;22;0;0;0;13;17;0;152;;; € 18,00 ; € -   ; € 33,00 ; € 17,00 ; € 19,00 ; € -   ; € -   ; € -   ; € 16,00 ; € 19,00 ; € -   ;;;;;;;;;;;;;;
2641;109;;;4;33;0;0;0;0;0;1;28;54;41;161;;; € 20,00 ; € 7,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 19,00 ; € 16,00 ; € 18,00 ; € 20,00 ;;;;;;;;;;;;;;
2642;37;;;0;44;0;12;0;0;6;0;16;0;26;104;;; € -   ; € 5,00 ; € -   ; € 5,00 ; € -   ; € -   ; € 35,00 ; € -   ; € 18,00 ; € -   ; € 18,00 ;;;;;;;;;;;;;;
2643;8;;;0;20;0;0;9;3;0;0;13;19;18;82;;; € -   ; € 10,00 ; € -   ; € -   ; € 19,00 ; € 171,00 ; € -   ; € -   ; € 17,00 ; € 17,00 ; € 18,00 ;;;;;;;;;;;;;;
2644;34;;;3;5;0;9;6;0;48;0;15;0;37;123;;; € 19,00 ; € 9,00 ; € -   ; € 14,00 ; € 15,00 ; € -   ; € 29,00 ; € -   ; € 16,00 ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2645;95;;;6;28;39;0;0;0;47;0;0;54;0;174;;; € 20,00 ; € 5,00 ; € 42,00 ; € -   ; € -   ; € -   ; € 9,00 ; € -   ; € -   ; € 20,00 ; € -   ;;;;;;;;;;;;;;
2646;69;;;17;0;60;0;0;0;0;11;0;47;45;180;;; € 20,00 ; € -   ; € 33,00 ; € -   ; € -   ; € -   ; € -   ; € 18,00 ; € -   ; € 17,00 ; € 20,00 ;;;;;;;;;;;;;;
2647;6;;;14;0;83;14;0;59;2;51;0;26;38;287;;; € 15,00 ; € -   ; € 29,00 ; € 11,00 ; € -   ; € 153,00 ; € 29,00 ; € 20,00 ; € -   ; € 18,00 ; € 18,00 ;;;;;;;;;;;;;;
2648;81;;;22;6;55;0;11;29;0;20;0;0;21;164;;; € 19,00 ; € 7,00 ; € 15,00 ; € -   ; € 19,00 ; € 191,00 ; € -   ; € 17,00 ; € -   ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2649;100;;;2;35;27;19;0;0;0;0;21;0;0;104;;; € 18,00 ; € 7,00 ; € 46,00 ; € 13,00 ; € -   ; € -   ; € -   ; € -   ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2650;128;;;1;0;84;0;13;80;0;48;13;0;0;239;;; € 17,00 ; € -   ; € 45,00 ; € -   ; € 15,00 ; € 170,00 ; € -   ; € 20,00 ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2651;14;;;15;49;84;7;50;0;0;0;0;0;46;251;;; € 16,00 ; € 5,00 ; € 24,00 ; € 17,00 ; € 19,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
2652;120;;;1;42;0;0;0;0;0;26;0;0;0;69;;; € 15,00 ; € 7,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 19,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2653;114;;;4;22;85;0;46;19;0;0;21;37;9;243;;; € 16,00 ; € 8,00 ; € 24,00 ; € -   ; € 20,00 ; € 183,00 ; € -   ; € -   ; € 15,00 ; € 20,00 ; € 19,00 ;;;;;;;;;;;;;;
2654;139;;;16;0;87;0;18;97;0;0;3;0;0;221;;; € 19,00 ; € -   ; € 41,00 ; € -   ; € 19,00 ; € 195,00 ; € -   ; € -   ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2655;125;;;12;0;0;0;17;56;0;0;0;1;45;131;;; € 20,00 ; € -   ; € -   ; € -   ; € 18,00 ; € 164,00 ; € -   ; € -   ; € -   ; € 16,00 ; € 17,00 ;;;;;;;;;;;;;;
2656;97;;;7;0;0;9;41;38;85;0;0;83;0;263;;; € 18,00 ; € -   ; € -   ; € 20,00 ; € 16,00 ; € 197,00 ; € 19,00 ; € -   ; € -   ; € 17,00 ; € -   ;;;;;;;;;;;;;;
2657;50;;;40;0;21;19;11;0;0;0;4;106;0;201;;; € 17,00 ; € -   ; € 29,00 ; € 18,00 ; € 16,00 ; € -   ; € -   ; € -   ; € 20,00 ; € 17,00 ; € -   ;;;;;;;;;;;;;;
2658;13;;;1;4;26;0;0;0;0;9;0;80;3;123;;; € 19,00 ; € 6,00 ; € 36,00 ; € -   ; € -   ; € -   ; € -   ; € 18,00 ; € -   ; € 15,00 ; € 17,00 ;;;;;;;;;;;;;;
2659;86;;;2;0;4;0;0;71;0;0;29;0;5;111;;; € 16,00 ; € -   ; € 30,00 ; € -   ; € -   ; € 122,00 ; € -   ; € -   ; € 19,00 ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2660;102;;;20;16;0;4;4;59;0;0;2;78;50;233;;; € 18,00 ; € 5,00 ; € -   ; € 10,00 ; € 15,00 ; € 102,00 ; € -   ; € -   ; € 18,00 ; € 20,00 ; € 18,00 ;;;;;;;;;;;;;;
2661;108;;;8;0;0;0;16;25;0;51;21;50;0;171;;; € 16,00 ; € -   ; € -   ; € -   ; € 15,00 ; € 129,00 ; € -   ; € 16,00 ; € 20,00 ; € 15,00 ; € -   ;;;;;;;;;;;;;;
2662;26;;;12;0;0;0;48;0;31;0;0;57;2;150;;; € 16,00 ; € -   ; € -   ; € -   ; € 17,00 ; € -   ; € 19,00 ; € -   ; € -   ; € 16,00 ; € 19,00 ;;;;;;;;;;;;;;
2663;20;;;8;23;0;13;0;0;0;0;21;0;35;100;;; € 17,00 ; € 5,00 ; € -   ; € 7,00 ; € -   ; € -   ; € -   ; € -   ; € 16,00 ; € -   ; € 17,00 ;;;;;;;;;;;;;;
2664;51;;;10;0;32;0;0;0;0;0;0;0;0;42;;; € 17,00 ; € -   ; € 43,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2665;65;;;8;0;59;0;28;0;100;0;0;0;46;241;;; € 20,00 ; € -   ; € 46,00 ; € -   ; € 16,00 ; € -   ; € 27,00 ; € -   ; € -   ; € -   ; € 19,00 ;;;;;;;;;;;;;;
2666;71;;;34;17;0;0;0;0;0;21;25;3;34;134;;; € 19,00 ; € 6,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 15,00 ; € 18,00 ; € 15,00 ; € 16,00 ;;;;;;;;;;;;;;
2667;81;;;20;0;74;18;24;0;0;0;0;54;0;190;;; € 15,00 ; € -   ; € 17,00 ; € 5,00 ; € 19,00 ; € -   ; € -   ; € -   ; € -   ; € 19,00 ; € -   ;;;;;;;;;;;;;;
2668;59;;;4;0;0;0;0;67;0;43;2;0;0;116;;; € 17,00 ; € -   ; € -   ; € -   ; € -   ; € 121,00 ; € -   ; € 18,00 ; € 15,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2669;5;;;34;0;74;0;32;0;0;0;0;0;11;151;;; € 16,00 ; € -   ; € 47,00 ; € -   ; € 17,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2670;71;;;2;0;0;0;0;0;97;0;23;0;0;122;;; € 19,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 6,00 ; € -   ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2671;80;;;9;0;3;18;0;0;45;44;1;0;38;158;;; € 17,00 ; € -   ; € 29,00 ; € 12,00 ; € -   ; € -   ; € 17,00 ; € 19,00 ; € 20,00 ; € -   ; € 19,00 ;;;;;;;;;;;;;;
2672;18;;;14;0;53;5;0;0;78;0;0;0;0;150;;; € 19,00 ; € -   ; € 21,00 ; € 16,00 ; € -   ; € -   ; € 15,00 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2673;60;;;6;0;0;0;0;79;51;6;0;0;0;142;;; € 17,00 ; € -   ; € -   ; € -   ; € -   ; € 171,00 ; € 24,00 ; € 17,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2674;146;;;40;33;0;12;0;0;81;0;21;4;0;191;;; € 20,00 ; € 10,00 ; € -   ; € 9,00 ; € -   ; € -   ; € 22,00 ; € -   ; € 17,00 ; € 19,00 ; € -   ;;;;;;;;;;;;;;
2675;68;;;16;17;38;9;0;0;0;6;0;0;8;94;;; € 15,00 ; € 7,00 ; € 26,00 ; € 13,00 ; € -   ; € -   ; € -   ; € 19,00 ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
2676;75;;;4;39;9;1;0;6;21;0;0;0;8;88;;; € 18,00 ; € 9,00 ; € 40,00 ; € 18,00 ; € -   ; € 198,00 ; € 8,00 ; € -   ; € -   ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2677;38;;;16;0;0;0;49;27;0;40;4;0;4;140;;; € 16,00 ; € -   ; € -   ; € -   ; € 19,00 ; € 151,00 ; € -   ; € 18,00 ; € 16,00 ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2678;81;;;30;0;34;0;9;0;14;0;0;8;0;95;;; € 20,00 ; € -   ; € 16,00 ; € -   ; € 16,00 ; € -   ; € 19,00 ; € -   ; € -   ; € 18,00 ; € -   ;;;;;;;;;;;;;;
2679;62;;;16;22;28;0;0;0;0;32;0;65;0;163;;; € 20,00 ; € 8,00 ; € 49,00 ; € -   ; € -   ; € -   ; € -   ; € 15,00 ; € -   ; € 17,00 ; € -   ;;;;;;;;;;;;;;
2680;109;;;2;0;0;0;40;0;0;55;0;50;0;147;;; € 20,00 ; € -   ; € -   ; € -   ; € 17,00 ; € -   ; € -   ; € 20,00 ; € -   ; € 18,00 ; € -   ;;;;;;;;;;;;;;
2681;149;;;22;21;57;20;0;0;0;0;0;22;27;169;;; € 20,00 ; € 6,00 ; € 24,00 ; € 20,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 15,00 ; € 17,00 ;;;;;;;;;;;;;;
2682;104;;;28;10;46;9;0;60;86;0;7;46;23;315;;; € 18,00 ; € 6,00 ; € 41,00 ; € 9,00 ; € -   ; € 181,00 ; € 21,00 ; € -   ; € 20,00 ; € 18,00 ; € 17,00 ;;;;;;;;;;;;;;
2683;131;;;18;0;77;9;10;17;0;0;0;0;17;148;;; € 18,00 ; € -   ; € 40,00 ; € 8,00 ; € 17,00 ; € 162,00 ; € -   ; € -   ; € -   ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2684;113;;;40;0;0;6;0;0;89;57;13;0;0;205;;; € 18,00 ; € -   ; € -   ; € 17,00 ; € -   ; € -   ; € 32,00 ; € 15,00 ; € 19,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2685;127;;;22;0;0;18;43;60;0;0;18;62;27;250;;; € 18,00 ; € -   ; € -   ; € 5,00 ; € 15,00 ; € 136,00 ; € -   ; € -   ; € 15,00 ; € 17,00 ; € 16,00 ;;;;;;;;;;;;;;
2686;106;;;34;0;64;18;35;33;69;0;20;75;0;348;;; € 16,00 ; € -   ; € 43,00 ; € 14,00 ; € 19,00 ; € 199,00 ; € 37,00 ; € -   ; € 16,00 ; € 20,00 ; € -   ;;;;;;;;;;;;;;
2687;15;;;36;43;0;0;0;9;73;0;0;100;24;285;;; € 17,00 ; € 9,00 ; € -   ; € -   ; € -   ; € 129,00 ; € 30,00 ; € -   ; € -   ; € 15,00 ; € 20,00 ;;;;;;;;;;;;;;
2688;146;;;11;21;0;1;4;0;0;0;27;73;0;137;;; € 17,00 ; € 6,00 ; € -   ; € 12,00 ; € 16,00 ; € -   ; € -   ; € -   ; € 17,00 ; € 19,00 ; € -   ;;;;;;;;;;;;;;
2689;112;;;8;0;94;7;0;61;0;0;0;0;25;195;;; € 18,00 ; € -   ; € 35,00 ; € 16,00 ; € -   ; € 107,00 ; € -   ; € -   ; € -   ; € -   ; € 17,00 ;;;;;;;;;;;;;;
2690;37;;;9;0;0;0;11;0;0;4;24;90;32;170;;; € 20,00 ; € -   ; € -   ; € -   ; € 15,00 ; € -   ; € -   ; € 18,00 ; € 18,00 ; € 18,00 ; € 20,00 ;;;;;;;;;;;;;;
2691;88;;;4;41;46;0;0;33;0;0;30;0;0;154;;; € 19,00 ; € 6,00 ; € 50,00 ; € -   ; € -   ; € 112,00 ; € -   ; € -   ; € 16,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2692;115;;;28;15;0;14;0;89;0;4;0;73;0;223;;; € 15,00 ; € 7,00 ; € -   ; € 18,00 ; € -   ; € 200,00 ; € -   ; € 18,00 ; € -   ; € 16,00 ; € -   ;;;;;;;;;;;;;;
2693;28;;;6;0;59;3;34;63;0;41;0;0;33;239;;; € 17,00 ; € -   ; € 24,00 ; € 20,00 ; € 17,00 ; € 154,00 ; € -   ; € 16,00 ; € -   ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2694;26;;;30;0;46;17;0;91;88;0;0;0;19;291;;; € 20,00 ; € -   ; € 30,00 ; € 13,00 ; € -   ; € 114,00 ; € 36,00 ; € -   ; € -   ; € -   ; € 18,00 ;;;;;;;;;;;;;;
2695;121;;;34;33;0;0;39;0;0;0;0;79;0;185;;; € 15,00 ; € 10,00 ; € -   ; € -   ; € 15,00 ; € -   ; € -   ; € -   ; € -   ; € 19,00 ; € -   ;;;;;;;;;;;;;;
2696;101;;;4;0;0;13;14;28;0;27;0;0;47;133;;; € 15,00 ; € -   ; € -   ; € 11,00 ; € 15,00 ; € 170,00 ; € -   ; € 16,00 ; € -   ; € -   ; € 20,00 ;;;;;;;;;;;;;;
2697;40;;;38;0;0;6;0;21;77;34;30;102;0;308;;; € 15,00 ; € -   ; € -   ; € 6,00 ; € -   ; € 181,00 ; € 30,00 ; € 19,00 ; € 18,00 ; € 19,00 ; € -   ;;;;;;;;;;;;;;
2698;70;;;6;36;0;6;0;0;76;0;25;107;28;284;;; € 18,00 ; € 5,00 ; € -   ; € 20,00 ; € -   ; € -   ; € 16,00 ; € -   ; € 17,00 ; € 17,00 ; € 16,00 ;;;;;;;;;;;;;;
2699;9;;;8;43;51;12;0;0;0;52;0;0;0;166;;; € 19,00 ; € 8,00 ; € 24,00 ; € 12,00 ; € -   ; € -   ; € -   ; € 16,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2700;17;;;13;0;45;0;41;83;0;50;19;46;10;307;;; € 16,00 ; € -   ; € 35,00 ; € -   ; € 15,00 ; € 194,00 ; € -   ; € 19,00 ; € 16,00 ; € 15,00 ; € 20,00 ;;;;;;;;;;;;;;
2701;22;;;1;37;89;6;0;0;0;0;7;0;0;140;;; € 15,00 ; € 6,00 ; € 49,00 ; € 16,00 ; € -   ; € -   ; € -   ; € -   ; € 17,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2702;57;;;36;10;0;20;40;0;8;13;0;0;0;127;;; € 17,00 ; € 6,00 ; € -   ; € 15,00 ; € 19,00 ; € -   ; € 38,00 ; € 20,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
2703;79;;;14;20;0;0;0;0;31;13;12;0;0;90;;; € 20,00 ; € 10,00 ; € -   ; € -   ; € -   ; € -   ; € 22,00 ; € 20,00 ; € 17,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2704;139;;;30;0;3;7;46;0;0;41;11;0;5;143;;; € 15,00 ; € -   ; € 40,00 ; € 8,00 ; € 18,00 ; € -   ; € -   ; € 15,00 ; € 20,00 ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2705;7;;;18;0;0;18;0;0;0;44;0;101;32;213;;; € 15,00 ; € -   ; € -   ; € 16,00 ; € -   ; € -   ; € -   ; € 17,00 ; € -   ; € 16,00 ; € 15,00 ;;;;;;;;;;;;;;
2706;17;;;19;22;0;8;35;80;0;0;0;0;45;209;;; € 18,00 ; € 9,00 ; € -   ; € 9,00 ; € 16,00 ; € 193,00 ; € -   ; € -   ; € -   ; € -   ; € 15,00 ;;;;;;;;;;;;;;
2707;29;;;22;44;0;0;20;100;0;44;0;35;0;265;;; € 19,00 ; € 8,00 ; € -   ; € -   ; € 17,00 ; € 172,00 ; € -   ; € 18,00 ; € -   ; € 15,00 ; € -   ;;;;;;;;;;;;;;
2708;150;;;5;0;0;0;0;0;0;52;22;29;0;108;;; € 20,00 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € 15,00 ; € 20,00 ; € 16,00 ; € -   ;;;;;;;;;;;;;;
2709;7;;;40;8;4;0;47;79;0;15;19;0;0;212;;; € 17,00 ; € 6,00 ; € 36,00 ; € -   ; € 16,00 ; € 123,00 ; € -   ; € 20,00 ; € 15,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2710;62;;;20;0;40;0;0;0;56;0;26;0;0;142;;; € 19,00 ; € -   ; € 16,00 ; € -   ; € -   ; € -   ; € 5,00 ; € -   ; € 18,00 ; € -   ; € -   ;;;;;;;;;;;;;;
2711;145;;;17;48;82;19;0;0;0;18;0;0;0;184;;; € 15,00 ; € 7,00 ; € 26,00 ; € 16,00 ; € -   ; € -   ; € -   ; € 15,00 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;;
